model,id,acc,jerk
idm,1497,0,0
idm,1498,0,0
idm,1499,0,0
idm,1500,0,0
idm,1501,0,0
idm,1502,0,0
idm,1503,0,0
idm,1504,0,0
idm,1505,0,0
idm,1506,0,0
idm,1507,0,0
idm,1508,0,0
idm,1509,0,0
idm,1510,0,0
idm,1511,0,0
idm,1512,0,0
idm,1513,0,0
idm,1514,0,0
idm,1515,0,0
idm,1516,0,0
idm,1517,0,0
idm,1518,0,0
idm,1519,0,0
idm,1520,0,0
idm,1521,0,0
idm,1522,0,0
idm,1523,0,0
idm,1524,0,0
idm,1525,0,0
idm,1526,0,0
idm,1527,0,0
idm,1528,0,0
idm,1529,0,0
idm,1530,0,0
idm,1531,0,0
idm,1532,0,0
idm,1533,0,0
idm,1534,0,0
idm,1535,0,0
idm,1536,0,0
idm,1537,0,0
idm,1538,0,0
idm,1539,0,0
idm,1540,0,0
idm,1541,0,0
idm,1542,0,0
idm,1543,0,0
idm,1544,0,0
idm,1545,0,0
idm,1546,0,0
idm,1547,0,0
idm,1548,0,0
idm,1549,0,0
idm,1550,0,0
idm,1551,0,0
idm,1552,0,0
idm,1553,0,0
idm,1554,0,0
idm,1555,0,0
idm,1556,0,0
idm,1557,0,0
idm,1558,0,0
idm,1559,0,0
idm,1560,0,0
idm,1561,0,0
idm,1562,0,0
idm,1563,0,0
idm,1564,0,0
idm,1565,0,0
idm,1566,0,0
idm,1567,0,0
idm,1568,0,0
idm,1569,0,0
idm,1570,0,0
idm,1571,0,0
idm,1572,0,0
idm,1573,0,0
idm,1574,0,0
idm,1575,0,0
idm,1576,0,0
idm,1577,0,0
idm,1578,0,0
idm,1579,0,0
idm,1580,0,0
idm,1581,0,0
idm,1582,0,0
idm,1583,0,0
idm,1584,0,0
idm,1585,0,0
idm,1586,0,0
idm,1587,0,0
idm,1588,0,0
idm,1589,0,0
idm,1590,0,0
idm,1591,0,0
idm,1592,0,0
idm,1593,0,0
idm,1594,0,0
idm,1595,0,0
idm,1596,0,0
idm,1597,0,0
idm,1598,0,0
idm,1599,0,0
idm,1600,0,0
idm,1601,0,0
idm,1602,0,0
idm,1603,0,0
idm,1604,0,0
idm,1605,0,0
idm,1606,0,0
idm,1607,0,0
idm,1608,0,0
idm,1609,0,0
idm,1610,0,0
idm,1611,0,0
idm,1612,0,0
idm,1613,0,0
idm,1614,0,0
idm,1615,0,0
idm,1616,0,0
idm,1617,0,0
idm,1618,0,0
idm,1619,0,0
idm,1620,0,0
idm,1621,0,0
idm,1622,0,0
idm,1623,0,0
idm,1624,0,0
idm,1625,0,0
idm,1626,0,0
idm,1627,0,0
idm,1628,0,0
idm,1629,0,0
idm,1630,0,0
idm,1631,0,0
idm,1632,0,0
idm,1633,0,0
idm,1634,0,0
idm,1635,0,0
idm,1636,0,0
idm,1637,0,0
idm,1638,0,0
idm,1639,0,0
idm,1640,0,0
idm,1641,0,0
idm,1642,0,0
idm,1643,0,0
idm,1644,0,0
idm,1645,0,0
idm,1646,0,0
idm,1647,0,0
idm,1648,0,0
idm,1649,0,0
idm,1650,0,0
idm,1651,0,0
idm,1652,0,0
idm,1653,0,0
idm,1654,0,0
idm,1655,0,0
idm,1656,0,0
idm,1657,0,0
idm,1658,0,0
idm,1659,0,0
idm,1660,0,0
idm,1661,0,0
idm,1662,0,0
idm,1663,0,0
idm,1664,0,0
idm,1665,0,0
idm,1666,0,0
idm,1667,0,0
idm,1668,0,0
idm,1669,0,0
idm,1670,0,0
idm,1671,0,0
idm,1672,0,0
idm,1673,0,0
idm,1674,0,0
idm,1675,0,0
idm,1676,0,0
idm,1677,0,0
idm,1678,0,0
idm,1679,0,0
idm,1680,0,0
idm,1681,0,0
idm,1682,0,0
idm,1683,0,0
idm,1684,0,0
idm,1685,0,0
idm,1686,0,0
idm,1687,0,0
idm,1688,0,0
idm,1689,0,0
idm,1690,0,0
idm,1691,0,0
idm,1692,0,0
idm,1693,0,0
idm,1694,0,0
idm,1695,0,0
idm,1696,0,0
idm,1697,0,0
idm,1698,0,0
idm,1699,0,0
idm,1700,0,0
idm,1701,0,0
idm,1702,0,0
idm,1703,0,0
idm,1704,0,0
idm,1705,0,0
idm,1706,0,0
idm,1707,0,0
idm,1708,0,0
idm,1709,0,0
idm,1710,0,0
idm,1711,0,0
idm,1712,0,0
idm,1713,0,0
idm,1714,0,0
idm,1715,0,0
idm,1716,0,0
idm,1717,0,0
idm,1718,0,0
idm,1719,0,0
idm,1720,0,0
idm,1721,0,0
idm,1722,0,0
idm,1723,0,0
idm,1724,0,0
idm,1725,0,0
idm,1726,0,0
idm,1727,0,0
idm,1728,0,0
idm,1729,0,0
idm,1730,0,0
idm,1731,0,0
idm,1732,0,0
idm,1733,0,0
idm,1734,0,0
idm,1735,0,0
idm,1736,0,0
idm,1737,0,0
idm,1738,0,0
idm,1739,0,0
idm,1740,0,0
idm,1741,0,0
idm,1742,0,0
idm,1743,0,0
idm,1744,0,0
idm,1745,0,0
idm,1746,0,0
idm,1747,0,0
idm,1748,0,0
idm,1749,0,0
idm,1750,0,0
idm,1751,0,0
idm,1752,0,0
idm,1753,0,0
idm,1754,0,0
idm,1755,0,0
idm,1756,0,0
idm,1757,0,0
idm,1758,0,0
idm,1759,0,0
idm,1760,0,0
idm,1761,0,0
idm,1762,0,0
idm,1763,0,0
idm,1764,0,0
idm,1765,0,0
idm,1766,0,0
idm,1767,0,0
idm,1768,0,0
idm,1769,0,0
idm,1770,0,0
idm,1771,0,0
idm,1772,0,0
idm,1773,0,0
idm,1774,0,0
idm,1775,0,0
idm,1776,0,0
idm,1777,0,0
idm,1778,0,0
idm,1779,0,0
idm,1780,0,0
idm,1781,0,0
idm,1782,0,0
idm,1783,0,0
idm,1784,0,0
idm,1785,0,0
idm,1786,0,0
idm,1787,0,0
idm,1788,0,0
idm,1789,0,0
idm,1790,0,0
idm,1791,0,0
idm,1792,0,0
idm,1793,0,0
idm,1794,0,0
idm,1795,0,0
idm,1796,0,0
idm,1797,0,0
idm,1798,0,0
idm,1799,0,0
idm,1800,0,0
idm,1801,0,0
idm,1802,0,0
idm,1803,0,0
idm,1804,0,0
idm,1805,0,0
idm,1806,0,0
idm,1807,0,0
idm,1808,0,0
idm,1809,0,0
idm,1810,0,0
idm,1811,0,0
idm,1812,0,0
idm,1813,0,0
idm,1814,0,0
idm,1815,0,0
idm,1816,0,0
idm,1817,0,0
idm,1818,0,0
idm,1819,0,0
idm,1820,0,0
idm,1821,0,0
idm,1822,0,0
idm,1823,0,0
idm,1824,0,0
idm,1825,0,0
idm,1826,0,0
idm,1827,0,0
idm,1828,0,0
idm,1829,0,0
idm,1830,0,0
idm,1831,0,0
idm,1832,0,0
idm,1833,0,0
idm,1834,0,0
idm,1835,0,0
idm,1836,0,0
idm,1837,0,0
idm,1838,0,0
idm,1839,0,0
idm,1840,0,0
idm,1841,0,0
idm,1842,0,0
idm,1843,0,0
idm,1844,0,0
idm,1845,0,0
idm,1846,0,0
idm,1847,0,0
idm,1848,0,0
idm,1849,0,0
idm,1850,0,0
idm,1851,0,0
idm,1852,0,0
idm,1853,0,0
idm,1854,0,0
idm,1855,0,0
idm,1856,0,0
idm,1857,0,0
idm,1858,0,0
idm,1859,0,0
idm,1860,0,0
idm,1861,0,0
idm,1862,0,0
idm,1863,0,0
idm,1864,0,0
idm,1865,0,0
idm,1866,0,0
idm,1867,0,0
idm,1868,0,0
idm,1869,0,0
idm,1870,0,0
idm,1871,0,0
idm,1872,0,0
idm,1873,0,0
idm,1874,0,0
idm,1875,0,0
idm,1876,0,0
idm,1877,0,0
idm,1878,0,0
idm,1879,0,0
idm,1880,0,0
idm,1881,0,0
idm,1882,0,0
idm,1883,0,0
idm,1884,0,0
idm,1885,0,0
idm,1886,0,0
idm,1887,0,0
idm,1888,0,0
idm,1889,0,0
idm,1890,0,0
idm,1891,0,0
idm,1892,0,0
idm,1893,0,0
idm,1894,0,0
idm,1895,0,0
idm,1896,0,0
idm,1897,0,0
idm,1898,0,0
idm,1899,0,0
idm,1900,0,0
idm,1901,0,0
idm,1902,0,0
idm,1903,0,0
idm,1904,0,0
idm,1905,0,0
idm,1906,0,0
idm,1907,0,0
idm,1908,0,0
idm,1909,0,0
idm,1910,0,0
idm,1911,0,0
idm,1912,0,0
idm,1913,0,0
idm,1914,0,0
idm,1915,0,0
idm,1916,0,0
idm,1917,0,0
idm,1918,0,0
idm,1919,0,0
idm,1920,0,0
idm,1921,0,0
idm,1922,0,0
idm,1923,0,0
idm,1924,0,0
idm,1925,0,0
idm,1926,0,0
idm,1927,0,0
idm,1928,0,0
idm,1929,0,0
idm,1930,0,0
idm,1931,0,0
idm,1932,0,0
idm,1933,0,0
idm,1934,0,0
idm,1935,0,0
idm,1936,0,0
idm,1937,0,0
idm,1938,0,0
idm,1939,0,0
idm,1940,0,0
idm,1941,0,0
idm,1942,0,0
idm,1943,0,0
idm,1944,0,0
idm,1945,0,0
idm,1946,0,0
idm,1947,0,0
idm,1948,0,0
idm,1949,0,0
idm,1950,0,0
idm,1951,0,0
idm,1952,0,0
idm,1953,0,0
idm,1954,0,0
idm,1955,0,0
idm,1956,0,0
idm,1957,0,0
idm,1958,0,0
idm,1959,0,0
idm,1960,0,0
idm,1961,0,0
idm,1962,0,0
idm,1963,0,0
idm,1964,0,0
idm,1965,0,0
idm,1966,0,0
idm,1967,0,0
idm,1968,0,0
idm,1969,0,0
idm,1970,0,0
idm,1971,0,0
idm,1972,0,0
idm,1973,0,0
idm,1974,0,0
idm,1975,0,0
idm,1976,0,0
idm,1977,0,0
idm,1978,0,0
idm,1979,0,0
idm,1980,0,0
idm,1981,0,0
idm,1982,0,0
idm,1983,0,0
idm,1984,0,0
idm,1985,0,0
idm,1986,0,0
idm,1987,0,0
idm,1988,0,0
idm,1989,0,0
idm,1990,0,0
idm,1991,0,0
idm,1992,0,0
idm,1993,0,0
idm,1994,0,0
idm,1995,0,0
idm,1996,0,0
idm,1997,0,0
idm,1998,0,0
newell,0,0,0
newell,1,0,0
newell,2,0,0
newell,3,0,0
newell,4,0,0
newell,5,0,0
newell,6,0,0
newell,7,0,0
newell,8,0,0
newell,9,0,0
newell,10,0,0
newell,11,0,0
newell,12,0,0
newell,13,0,0
newell,14,0,0
newell,15,0,0
newell,16,0,0
newell,17,0,0
newell,18,0,0
newell,19,0,0
newell,20,0,0
newell,21,0,0
newell,22,0,0
newell,23,0,0
newell,24,0,0
newell,25,0,0
newell,26,0,0
newell,27,0,0
newell,28,0,0
newell,29,0,0
newell,30,0,0
newell,31,0,0
newell,32,0,0
newell,33,0,0
newell,34,0,0
newell,35,0,0
newell,36,0,0
newell,37,0,0
newell,38,0,0
newell,39,0,0
newell,40,0,0
newell,41,0,0
newell,42,0,0
newell,43,0,0
newell,44,0,0
newell,45,0,0
newell,46,0,0
newell,47,0,0
newell,48,0,0
newell,49,0,0
newell,50,0,0
newell,51,0,0
newell,52,0,0
newell,53,0,0
newell,54,0,0
newell,55,0,0
newell,56,0,0
newell,57,0,0
newell,58,0,0
newell,59,0,0
newell,60,0,0
newell,61,0,0
newell,62,0,0
newell,63,0,0
newell,64,0,0
newell,65,0,0
newell,66,0,0
newell,67,0,0
newell,68,0,0
newell,69,0,0
newell,70,0,0
newell,71,0,0
newell,72,0,0
newell,73,0,0
newell,74,0,0
newell,75,0,0
newell,76,0,0
newell,77,0,0
newell,78,0,0
newell,79,0,0
newell,80,0,0
newell,81,0,0
newell,82,0,0
newell,83,0,0
newell,84,0,0
newell,85,0,0
newell,86,0,0
newell,87,0,0
newell,88,0,0
newell,89,0,0
newell,90,0,0
newell,91,0,0
newell,92,0,0
newell,93,0,0
newell,94,0,0
newell,95,0,0
newell,96,0,0
newell,97,0,0
newell,98,0,0
newell,99,0,0
newell,100,0,0
newell,101,0,0
newell,102,0,0
newell,103,0,0
newell,104,0,0
newell,105,0,0
newell,106,0,0
newell,107,0,0
newell,108,0,0
newell,109,0,0
newell,110,0,0
newell,111,0,0
newell,112,0,0
newell,113,0,0
newell,114,0,0
newell,115,0,0
newell,116,0,0
newell,117,0,0
newell,118,0,0
newell,119,0,0
newell,120,0,0
newell,121,0,0
newell,122,0,0
newell,123,0,0
newell,124,0,0
newell,125,0,0
newell,126,0,0
newell,127,0,0
newell,128,0,0
newell,129,0,0
newell,130,0,0
newell,131,0,0
newell,132,0,0
newell,133,0,0
newell,134,0,0
newell,135,0,0
newell,136,0,0
newell,137,0,0
newell,138,0,0
newell,139,0,0
newell,140,0,0
newell,141,0,0
newell,142,0,0
newell,143,0,0
newell,144,0,0
newell,145,0,0
newell,146,0,0
newell,147,0,0
newell,148,0,0
newell,149,0,0
newell,150,0,0
newell,151,0,0
newell,152,0,0
newell,153,0,0
newell,154,0,0
newell,155,0,0
newell,156,0,0
newell,157,0,0
newell,158,0,0
newell,159,0,0
newell,160,0,0
newell,161,0,0
newell,162,0,0
newell,163,0,0
newell,164,0,0
newell,165,0,0
newell,166,0,0
newell,167,0,0
newell,168,0,0
newell,169,0,0
newell,170,0,0
newell,171,0,0
newell,172,0,0
newell,173,0,0
newell,174,0,0
newell,175,0,0
newell,176,0,0
newell,177,0,0
newell,178,0,0
newell,179,0,0
newell,180,0,0
newell,181,0,0
newell,182,0,0
newell,183,0,0
newell,184,0,0
newell,185,0,0
newell,186,0,0
newell,187,0,0
newell,188,0,0
newell,189,0,0
newell,190,0,0
newell,191,0,0
newell,192,0,0
newell,193,0,0
newell,194,0,0
newell,195,0,0
newell,196,0,0
newell,197,0,0
newell,198,0,0
newell,199,0,0
newell,200,0,0
newell,201,0,0
newell,202,0,0
newell,203,0,0
newell,204,0,0
newell,205,0,0
newell,206,0,0
newell,207,0,0
newell,208,0,0
newell,209,0,0
newell,210,0,0
newell,211,0,0
newell,212,0,0
newell,213,0,0
newell,214,0,0
newell,215,0,0
newell,216,0,0
newell,217,0,0
newell,218,0,0
newell,219,0,0
newell,220,0,0
newell,221,0,0
newell,222,0,0
newell,223,0,0
newell,224,0,0
newell,225,0,0
newell,226,0,0
newell,227,0,0
newell,228,0,0
newell,229,0,0
newell,230,0,0
newell,231,0,0
newell,232,0,0
newell,233,0,0
newell,234,0,0
newell,235,0,0
newell,236,0,0
newell,237,0,0
newell,238,0,0
newell,239,0,0
newell,240,0,0
newell,241,0,0
newell,242,0,0
newell,243,0,0
newell,244,0,0
newell,245,0,0
newell,246,0,0
newell,247,0,0
newell,248,0,0
newell,249,0,0
newell,250,0,0
newell,251,0,0
newell,252,0,0
newell,253,0,0
newell,254,0,0
newell,255,0,0
newell,256,0,0
newell,257,0,0
newell,258,0,0
newell,259,0,0
newell,260,0,0
newell,261,0,0
newell,262,0,0
newell,263,0,0
newell,264,0,0
newell,265,0,0
newell,266,0,0
newell,267,0,0
newell,268,0,0
newell,269,0,0
newell,270,0,0
newell,271,0,0
newell,272,0,0
newell,273,0,0
newell,274,0,0
newell,275,0,0
newell,276,0,0
newell,277,0,0
newell,278,0,0
newell,279,0,0
newell,280,0,0
newell,281,0,0
newell,282,0,0
newell,283,0,0
newell,284,0,0
newell,285,0,0
newell,286,0,0
newell,287,0,0
newell,288,0,0
newell,289,0,0
newell,290,0,0
newell,291,0,0
newell,292,0,0
newell,293,0,0
newell,294,0,0
newell,295,0,0
newell,296,0,0
newell,297,0,0
newell,298,0,0
newell,299,0,0
newell,300,0,0
newell,301,0,0
newell,302,0,0
newell,303,0,0
newell,304,0,0
newell,305,0,0
newell,306,0,0
newell,307,0,0
newell,308,0,0
newell,309,0,0
newell,310,0,0
newell,311,0,0
newell,312,0,0
newell,313,0,0
newell,314,0,0
newell,315,0,0
newell,316,0,0
newell,317,0,0
newell,318,0,0
newell,319,0,0
newell,320,0,0
newell,321,0,0
newell,322,0,0
newell,323,0,0
newell,324,0,0
newell,325,0,0
newell,326,0,0
newell,327,0,0
newell,328,0,0
newell,329,0,0
newell,330,0,0
newell,331,0,0
newell,332,0,0
newell,333,0,0
newell,334,0,0
newell,335,0,0
newell,336,0,0
newell,337,0,0
newell,338,0,0
newell,339,0,0
newell,340,0,0
newell,341,0,0
newell,342,0,0
newell,343,0,0
newell,344,0,0
newell,345,0,0
newell,346,0,0
newell,347,0,0
newell,348,0,0
newell,349,0,0
newell,350,0,0
newell,351,0,0
newell,352,0,0
newell,353,0,0
newell,354,0,0
newell,355,0,0
newell,356,0,0
newell,357,0,0
newell,358,0,0
newell,359,0,0
newell,360,0,0
newell,361,0,0
newell,362,0,0
newell,363,0,0
newell,364,0,0
newell,365,0,0
newell,366,0,0
newell,367,0,0
newell,368,0,0
newell,369,0,0
newell,370,0,0
newell,371,0,0
newell,372,0,0
newell,373,0,0
newell,374,0,0
newell,375,0,0
newell,376,0,0
newell,377,0,0
newell,378,0,0
newell,379,0,0
newell,380,0,0
newell,381,0,0
newell,382,0,0
newell,383,0,0
newell,384,0,0
newell,385,0,0
newell,386,0,0
newell,387,0,0
newell,388,0,0
newell,389,0,0
newell,390,0,0
newell,391,0,0
newell,392,0,0
newell,393,0,0
newell,394,0,0
newell,395,0,0
newell,396,0,0
newell,397,0,0
newell,398,0,0
newell,399,0,0
newell,400,0,0
newell,401,0,0
newell,402,0,0
newell,403,0,0
newell,404,0,0
newell,405,0,0
newell,406,0,0
newell,407,0,0
newell,408,0,0
newell,409,0,0
newell,410,0,0
newell,411,0,0
newell,412,0,0
newell,413,0,0
newell,414,0,0
newell,415,0,0
newell,416,0,0
newell,417,0,0
newell,418,0,0
newell,419,0,0
newell,420,0,0
newell,421,0,0
newell,422,0,0
newell,423,0,0
newell,424,0,0
newell,425,0,0
newell,426,0,0
newell,427,0,0
newell,428,0,0
newell,429,0,0
newell,430,0,0
newell,431,0,0
newell,432,0,0
newell,433,0,0
newell,434,0,0
newell,435,0,0
newell,436,0,0
newell,437,0,0
newell,438,0,0
newell,439,0,0
newell,440,0,0
newell,441,0,0
newell,442,0,0
newell,443,0,0
newell,444,0,0
newell,445,0,0
newell,446,0,0
newell,447,0,0
newell,448,0,0
newell,449,0,0
newell,450,0,0
newell,451,0,0
newell,452,0,0
newell,453,0,0
newell,454,0,0
newell,455,0,0
newell,456,0,0
newell,457,0,0
newell,458,0,0
newell,459,0,0
newell,460,0,0
newell,461,0,0
newell,462,0,0
newell,463,0,0
newell,464,0,0
newell,465,0,0
newell,466,0,0
newell,467,0,0
newell,468,0,0
newell,469,0,0
newell,470,0,0
newell,471,0,0
newell,472,0,0
newell,473,0,0
newell,474,0,0
newell,475,0,0
newell,476,0,0
newell,477,0,0
newell,478,0,0
newell,479,0,0
newell,480,0,0
newell,481,0,0
newell,482,0,0
newell,483,0,0
newell,484,0,0
newell,485,0,0
newell,486,0,0
newell,487,0,0
newell,488,0,0
newell,489,0,0
newell,490,0,0
newell,491,0,0
newell,492,0,0
newell,493,0,0
newell,494,0,0
newell,495,0,0
newell,496,0,0
newell,497,0,0
newell,498,0,0
newell,499,0,0
newell,500,0,0
newell,501,0,0
newell,502,0,0
newell,503,0,0
newell,504,0,0
newell,505,0,0
newell,506,0,0
newell,507,0,0
newell,508,0,0
newell,509,0,0
newell,510,0,0
newell,511,0,0
newell,512,0,0
newell,513,0,0
newell,514,0,0
newell,515,0,0
newell,516,0,0
newell,517,0,0
newell,518,0,0
newell,519,0,0
newell,520,0,0
newell,521,0,0
newell,522,0,0
newell,523,0,0
newell,524,0,0
newell,525,0,0
newell,526,0,0
newell,527,0,0
newell,528,0,0
newell,529,0,0
newell,530,0,0
newell,531,0,0
newell,532,0,0
newell,533,0,0
newell,534,0,0
newell,535,0,0
newell,536,0,0
newell,537,0,0
newell,538,0,0
newell,539,0,0
newell,540,0,0
newell,541,0,0
newell,542,0,0
newell,543,0,0
newell,544,0,0
newell,545,0,0
newell,546,0,0
newell,547,0,0
newell,548,0,0
newell,549,0,0
newell,550,0,0
newell,551,0,0
newell,552,0,0
newell,553,0,0
newell,554,0,0
newell,555,0,0
newell,556,0,0
newell,557,0,0
newell,558,0,0
newell,559,0,0
newell,560,0,0
newell,561,0,0
newell,562,0,0
newell,563,0,0
newell,564,0,0
newell,565,0,0
newell,566,0,0
newell,567,0,0
newell,568,0,0
newell,569,0,0
newell,570,0,0
newell,571,0,0
newell,572,0,0
newell,573,0,0
newell,574,0,0
newell,575,0,0
newell,576,0,0
newell,577,0,0
newell,578,0,0
newell,579,0,0
newell,580,0,0
newell,581,0,0
newell,582,0,0
newell,583,0,0
newell,584,0,0
newell,585,0,0
newell,586,0,0
newell,587,0,0
newell,588,0,0
newell,589,0,0
newell,590,0,0
newell,591,0,0
newell,592,0,0
newell,593,0,0
newell,594,0,0
newell,595,0,0
newell,596,0,0
newell,597,0,0
newell,598,0,0
newell,599,0,0
newell,600,0,0
newell,601,0,0
newell,602,0,0
newell,603,0,0
newell,604,0,0
newell,605,0,0
newell,606,0,0
newell,607,0,0
newell,608,0,0
newell,609,0,0
newell,610,0,0
newell,611,0,0
newell,612,0,0
newell,613,0,0
newell,614,0,0
newell,615,0,0
newell,616,0,0
newell,617,0,0
newell,618,0,0
newell,619,0,0
newell,620,0,0
newell,621,0,0
newell,622,0,0
newell,623,0,0
newell,624,0,0
newell,625,0,0
newell,626,0,0
newell,627,0,0
newell,628,0,0
newell,629,0,0
newell,630,0,0
newell,631,0,0
newell,632,0,0
newell,633,0,0
newell,634,0,0
newell,635,0,0
newell,636,0,0
newell,637,0,0
newell,638,0,0
newell,639,0,0
newell,640,0,0
newell,641,0,0
newell,642,0,0
newell,643,0,0
newell,644,0,0
newell,645,0,0
newell,646,0,0
newell,647,0,0
newell,648,0,0
newell,649,0,0
newell,650,0,0
newell,651,0,0
newell,652,0,0
newell,653,0,0
newell,654,0,0
newell,655,0,0
newell,656,0,0
newell,657,0,0
newell,658,0,0
newell,659,0,0
newell,660,0,0
newell,661,0,0
newell,662,0,0
newell,663,0,0
newell,664,0,0
newell,665,0,0
newell,666,0,0
newell,667,0,0
newell,668,0,0
newell,669,0,0
newell,670,0,0
newell,671,0,0
newell,672,0,0
newell,673,0,0
newell,674,0,0
newell,675,0,0
newell,676,0,0
newell,677,0,0
newell,678,0,0
newell,679,0,0
newell,680,0,0
newell,681,0,0
newell,682,0,0
newell,683,0,0
newell,684,0,0
newell,685,0,0
newell,686,0,0
newell,687,0,0
newell,688,0,0
newell,689,0,0
newell,690,0,0
newell,691,0,0
newell,692,0,0
newell,693,0,0
newell,694,0,0
newell,695,0,0
newell,696,0,0
newell,697,0,0
newell,698,0,0
newell,699,0,0
newell,700,0,0
newell,701,0,0
newell,702,0,0
newell,703,0,0
newell,704,0,0
newell,705,0,0
newell,706,0,0
newell,707,0,0
newell,708,0,0
newell,709,0,0
newell,710,0,0
newell,711,0,0
newell,712,0,0
newell,713,0,0
newell,714,0,0
newell,715,0,0
newell,716,0,0
newell,717,0,0
newell,718,0,0
newell,719,0,0
newell,720,0,0
newell,721,0,0
newell,722,0,0
newell,723,0,0
newell,724,0,0
newell,725,0,0
newell,726,0,0
newell,727,0,0
newell,728,0,0
newell,729,0,0
newell,730,0,0
newell,731,0,0
newell,732,0,0
newell,733,0,0
newell,734,0,0
newell,735,0,0
newell,736,0,0
newell,737,0,0
newell,738,0,0
newell,739,0,0
newell,740,0,0
newell,741,0,0
newell,742,0,0
newell,743,0,0
newell,744,0,0
newell,745,0,0
newell,746,0,0
newell,747,0,0
newell,748,0,0
newell,749,0,0
newell,750,0,0
newell,751,0,0
newell,752,0,0
newell,753,0,0
newell,754,0,0
newell,755,0,0
newell,756,0,0
newell,757,0,0
newell,758,0,0
newell,759,0,0
newell,760,0,0
newell,761,0,0
newell,762,0,0
newell,763,0,0
newell,764,0,0
newell,765,0,0
newell,766,0,0
newell,767,0,0
newell,768,0,0
newell,769,0,0
newell,770,0,0
newell,771,0,0
newell,772,0,0
newell,773,0,0
newell,774,0,0
newell,775,0,0
newell,776,0,0
newell,777,0,0
newell,778,0,0
newell,779,0,0
newell,780,0,0
newell,781,0,0
newell,782,0,0
newell,783,0,0
newell,784,0,0
newell,785,0,0
newell,786,0,0
newell,787,0,0
newell,788,0,0
newell,789,0,0
newell,790,0,0
newell,791,0,0
newell,792,0,0
newell,793,0,0
newell,794,0,0
newell,795,0,0
newell,796,0,0
newell,797,0,0
newell,798,0,0
newell,799,0,0
newell,800,0,0
newell,801,0,0
newell,802,0,0
newell,803,0,0
newell,804,0,0
newell,805,0,0
newell,806,0,0
newell,807,0,0
newell,808,0,0
newell,809,0,0
newell,810,0,0
newell,811,0,0
newell,812,0,0
newell,813,0,0
newell,814,0,0
newell,815,0,0
newell,816,0,0
newell,817,0,0
newell,818,0,0
newell,819,0,0
newell,820,0,0
newell,821,0,0
newell,822,0,0
newell,823,0,0
newell,824,0,0
newell,825,0,0
newell,826,0,0
newell,827,0,0
newell,828,0,0
newell,829,0,0
newell,830,0,0
newell,831,0,0
newell,832,0,0
newell,833,0,0
newell,834,0,0
newell,835,0,0
newell,836,0,0
newell,837,0,0
newell,838,0,0
newell,839,0,0
newell,840,0,0
newell,841,0,0
newell,842,0,0
newell,843,0,0
newell,844,0,0
newell,845,0,0
newell,846,0,0
newell,847,0,0
newell,848,0,0
newell,849,0,0
newell,850,0,0
newell,851,0,0
newell,852,0,0
newell,853,0,0
newell,854,0,0
newell,855,0,0
newell,856,0,0
newell,857,0,0
newell,858,0,0
newell,859,0,0
newell,860,0,0
newell,861,0,0
newell,862,0,0
newell,863,0,0
newell,864,0,0
newell,865,0,0
newell,866,0,0
newell,867,0,0
newell,868,0,0
newell,869,0,0
newell,870,0,0
newell,871,0,0
newell,872,0,0
newell,873,0,0
newell,874,0,0
newell,875,0,0
newell,876,0,0
newell,877,0,0
newell,878,0,0
newell,879,0,0
newell,880,0,0
newell,881,0,0
newell,882,0,0
newell,883,0,0
newell,884,0,0
newell,885,0,0
newell,886,0,0
newell,887,0,0
newell,888,0,0
newell,889,0,0
newell,890,0,0
newell,891,0,0
newell,892,0,0
newell,893,0,0
newell,894,0,0
newell,895,0,0
newell,896,0,0
newell,897,0,0
newell,898,0,0
newell,899,0,0
newell,900,0,0
newell,901,0,0
newell,902,0,0
newell,903,0,0
newell,904,0,0
newell,905,0,0
newell,906,0,0
newell,907,0,0
newell,908,0,0
newell,909,0,0
newell,910,0,0
newell,911,0,0
newell,912,0,0
newell,913,0,0
newell,914,0,0
newell,915,0,0
newell,916,0,0
newell,917,0,0
newell,918,0,0
newell,919,0,0
newell,920,0,0
newell,921,0,0
newell,922,0,0
newell,923,0,0
newell,924,0,0
newell,925,0,0
newell,926,0,0
newell,927,0,0
newell,928,0,0
newell,929,0,0
newell,930,0,0
newell,931,0,0
newell,932,0,0
newell,933,0,0
newell,934,0,0
newell,935,0,0
newell,936,0,0
newell,937,0,0
newell,938,0,0
newell,939,0,0
newell,940,0,0
newell,941,0,0
newell,942,0,0
newell,943,0,0
newell,944,0,0
newell,945,0,0
newell,946,0,0
newell,947,0,0
newell,948,0,0
newell,949,0,0
newell,950,0,0
newell,951,0,0
newell,952,0,0
newell,953,0,0
newell,954,0,0
newell,955,0,0
newell,956,0,0
newell,957,0,0
newell,958,0,0
newell,959,0,0
newell,960,0,0
newell,961,0,0
newell,962,0,0
newell,963,0,0
newell,964,0,0
newell,965,0,0
newell,966,0,0
newell,967,0,0
newell,968,0,0
newell,969,0,0
newell,970,0,0
newell,971,0,0
newell,972,0,0
newell,973,0,0
newell,974,0,0
newell,975,0,0
newell,976,0,0
newell,977,0,0
newell,978,0,0
newell,979,0,0
newell,980,0,0
newell,981,0,0
newell,982,0,0
newell,983,0,0
newell,984,0,0
newell,985,0,0
newell,986,0,0
newell,987,0,0
newell,988,0,0
newell,989,0,0
newell,990,0,0
newell,991,0,0
newell,992,0,0
newell,993,0,0
newell,994,0,0
newell,995,0,0
